y	x	color
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
66.0	64.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
67.0	65.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
68.0	66.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
69.0	67.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
70.0	68.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
71.0	69.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
72.0	70.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
73.0	71.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
74.0	72.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
75.0	73.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
76.0	74.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
77.0	75.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
78.0	76.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
79.0	77.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
80.0	78.0	orange
